date,open,high,low,close,volume
2015-08-25 09:45:00+05:30,7841.85,7854.8,7826.35,7847.35,0
2015-08-25 10:00:00+05:30,7847.45,7871.5,7844.3,7850.3,0
2015-08-25 10:15:00+05:30,7850.9,7861.15,7831.4,7836.65,0
2015-08-25 10:30:00+05:30,7836.9,7841.5,7808.7,7814.1,0
2015-08-25 10:45:00+05:30,7813.5,7816.3,7773.8,7790.05,0
2015-08-25 11:00:00+05:30,7790.8,7797.95,7726.35,7726.35,0
2015-08-25 11:15:00+05:30,7726.2,7730.4,7687.6,7694.8,0
2015-08-25 11:30:00+05:30,7694.35,7735.45,7688.75,7688.8,0
2015-08-25 11:45:00+05:30,7688.9,7694.5,7668,7679.05,0
2015-08-25 12:00:00+05:30,7679.05,7768.85,7678.45,7753.05,0
2015-08-25 12:15:00+05:30,7752.95,7796,7745.6,7791.35,0
2015-08-25 12:30:00+05:30,7791.7,7840,7789.55,7825.2,0
2015-08-25 12:45:00+05:30,7825.85,7849.9,7801.55,7849.15,0
2015-08-25 13:00:00+05:30,7849.25,7867.55,7837.15,7853.65,0
2015-08-25 13:15:00+05:30,7853.75,7893.65,7849.55,7865.25,0
2015-08-25 13:30:00+05:30,7865.45,7890.5,7864.75,7877.35,0
2015-08-25 13:45:00+05:30,7877.25,7889.7,7857.7,7872.95,0
2015-08-25 14:00:00+05:30,7873,7896.75,7861.85,7865.35,0
